,movie_title,movie_year,genre,average_rating,num_votes,is_adult,imdb_tconst,imdb_link,tmdbId
0,A 2nd Hand Lover,2015,Romance,4.7,6.0,0.0,10919164,https://www.imdb.com/title/tt10919164/,0
1,A Aa,2016,"Comedy,Drama,Romance",6.8,3310.0,0.0,5684466,https://www.imdb.com/title/tt5684466/,0
2,A Baby at Any Cost,2022,Thriller,5.6,147.0,0.0,15331880,https://www.imdb.com/title/tt15331880/,0
3,A Bad Idea Gone Wrong,2017,Comedy,5.8,1246.0,0.0,5212918,https://www.imdb.com/title/tt5212918/,438424
4,A Bad Moms Christmas,2017,Comedy,5.6,54137.0,0.0,6359956,https://www.imdb.com/title/tt6359956/,431530
5,A Bag of Hammers,2011,"Comedy,Drama",6.6,3056.0,0.0,1509787,https://www.imdb.com/title/tt1509787/,59441
6,A Ballerina's Tale,2015,Documentary,6.4,697.0,0.0,4504040,https://www.imdb.com/title/tt4504040/,334682
7,A Band Called Death,2012,"Biography,Documentary,Music",7.5,3882.0,0.0,2064713,https://www.imdb.com/title/tt2064713/,137563
8,A Banquet,2021,Horror,4.8,1091.0,0.0,11400902,https://www.imdb.com/title/tt11400902/,0
9,A Bear Named Winnie,2004,"Drama,War",6.8,1101.0,0.0,437088,https://www.imdb.com/title/tt0437088/,0
10,A Beautiful Curse,2021,Drama,4.6,178.0,0.0,12593190,https://www.imdb.com/title/tt12593190/,0
11,A Beautiful Day in the Neighborhood,2019,"Biography,Drama",7.2,82356.0,0.0,3224458,https://www.imdb.com/title/tt3224458/,0
12,A Beginner's Guide to Endings,2010,"Comedy,Drama",6.3,1828.0,0.0,1516002,https://www.imdb.com/title/tt1516002/,88057
13,A Belle for Christmas,2014,"Comedy,Drama,Family",4.7,519.0,0.0,3256812,https://www.imdb.com/title/tt3256812/,0
14,A Bend in the River,2020,Drama,6.0,94.0,0.0,8187840,https://www.imdb.com/title/tt8187840/,0
15,A Big Hand for the Little Lady,1966,Western,7.3,4372.0,0.0,60165,https://www.imdb.com/title/tt0060165/,37301
16,A Bigger Splash,2015,"Drama,Music,Thriller",6.4,31067.0,0.0,2056771,https://www.imdb.com/title/tt2056771/,324807
17,A Bill of Divorcement,1932,Drama,6.5,1758.0,0.0,22685,https://www.imdb.com/title/tt0022685/,0
18,A Birder's Guide to Everything,2013,"Adventure,Comedy,Drama",6.2,2311.0,0.0,1582465,https://www.imdb.com/title/tt1582465/,174326
19,A Bit of Bad Luck,2014,"Comedy,Drama,Thriller",4.8,299.0,0.0,2406306,https://www.imdb.com/title/tt2406306/,259014
20,A Black Veil for Lisa,1968,"Crime,Thriller",5.9,610.0,0.0,63323,https://www.imdb.com/title/tt0063323/,104935
21,A Bluebird in My Heart,2018,"Drama,Thriller",6.3,1702.0,0.0,6921496,https://www.imdb.com/title/tt6921496/,0
22,A Boy Called Christmas,2021,"Adventure,Drama,Family",6.7,24174.0,0.0,10187208,https://www.imdb.com/title/tt10187208/,0
23,A Boy Called Dad,2009,Drama,6.5,674.0,0.0,1433514,https://www.imdb.com/title/tt1433514/,0
24,A Boy Called Sailboat,2018,"Comedy,Drama,Family",6.7,1427.0,0.0,2201211,https://www.imdb.com/title/tt2201211/,0
25,A Boy Named Charlie Brown,1969,"Animation,Comedy,Drama",7.3,5235.0,0.0,64107,https://www.imdb.com/title/tt0064107/,15374
26,A Bramble House Christmas,2017,"Drama,Romance",7.1,2444.0,0.0,7657462,https://www.imdb.com/title/tt7657462/,0
27,A Bride for Christmas,2012,"Comedy,Romance",6.5,4299.0,0.0,2415112,https://www.imdb.com/title/tt2415112/,147132
28,A Bride for Rip Van Winkle,2016,"Drama,Mystery,Romance",7.1,2066.0,0.0,4671274,https://www.imdb.com/title/tt4671274/,382170
29,A Brief History of Time,1991,"Biography,Documentary",7.3,5690.0,0.0,103882,https://www.imdb.com/title/tt0103882/,1358
30,A Bright Shining Lie,1998,"Drama,War",6.4,1498.0,0.0,126220,https://www.imdb.com/title/tt0126220/,13923
31,A Brilliant Monster,2018,Horror,3.9,140.0,0.0,6534422,https://www.imdb.com/title/tt6534422/,0
32,A Brilliant Young Mind,2014,"Drama,Romance",7.1,29536.0,0.0,3149038,https://www.imdb.com/title/tt3149038/,278236
33,A Broken Life,2008,Drama,4.9,338.0,0.0,937391,https://www.imdb.com/title/tt0937391/,0
34,A Brony Tale,2014,Documentary,5.6,816.0,0.0,3219678,https://www.imdb.com/title/tt3219678/,276122
35,A Brother's Honor,2019,Romance,5.4,322.0,0.0,10559412,https://www.imdb.com/title/tt10559412/,0
36,A Bug's Life,1998,"Adventure,Animation,Comedy",7.2,297305.0,0.0,120623,https://www.imdb.com/title/tt0120623/,9487
37,A Bunch of Amateurs,2008,Comedy,6.0,1119.0,0.0,1171226,https://www.imdb.com/title/tt1171226/,18034
38,A Calling of Courage,2014,Family,5.7,27.0,0.0,6245540,https://www.imdb.com/title/tt6245540/,0
39,A Caribbean Dream,2017,"Comedy,Drama,Fantasy",6.3,67.0,0.0,5334276,https://www.imdb.com/title/tt5334276/,0
40,A Carol Christmas,2003,"Comedy,Family,Fantasy",5.1,1244.0,0.0,381942,https://www.imdb.com/title/tt0381942/,0
41,A Case of You,2013,"Comedy,Romance",5.6,12067.0,0.0,1817081,https://www.imdb.com/title/tt1817081/,174316
42,A Castle for Christmas,2021,"Adventure,Comedy,Drama",5.5,13941.0,0.0,13070602,https://www.imdb.com/title/tt13070602/,0
43,A Cat with a Dog,2018,"Comedy,Drama",6.5,464.0,0.0,8308174,https://www.imdb.com/title/tt8308174/,0
44,A Certain Kind of Silence,2019,Drama,6.0,471.0,0.0,7431040,https://www.imdb.com/title/tt7431040/,0
45,A Challenge for Robin Hood,1967,Adventure,5.7,591.0,0.0,62787,https://www.imdb.com/title/tt0062787/,83355
46,A Chance for Christmas,2021,"Comedy,Romance",5.8,463.0,0.0,14758476,https://www.imdb.com/title/tt14758476/,0
47,A Chance in the World,2017,"Biography,Drama,Family",6.8,151.0,0.0,6052748,https://www.imdb.com/title/tt6052748/,0
48,A Charlie Brown Christmas,1965,"Animation,Comedy,Drama",8.3,40233.0,0.0,59026,https://www.imdb.com/title/tt0059026/,13187
49,A Chiara,2021,Drama,6.8,1786.0,0.0,14324296,https://www.imdb.com/title/tt14324296/,0
50,A Child's Christmases in Wales,2009,Comedy,7.3,150.0,0.0,1590844,https://www.imdb.com/title/tt1590844/,0
51,"A Christmas Carol, 2009",2009,"Adventure,Animation,Comedy",6.8,121139.0,0.0,1067106,https://www.imdb.com/title/tt1067106/,17979
52,"A Christmas Carol, 1984",1984,"Drama,Family,Fantasy",7.8,16576.0,0.0,87056,https://www.imdb.com/title/tt0087056/,13189
53,"A Christmas Carol, 2020",2020,Musical,2.9,22.0,0.0,11536760,https://www.imdb.com/title/tt11536760/,0
54,"A Christmas Carol, 2018",2018,Drama,7.6,144.0,0.0,8232648,https://www.imdb.com/title/tt8232648/,0
55,"A Christmas Carol, 1999",1999,"Drama,Fantasy",7.4,10117.0,0.0,216621,https://www.imdb.com/title/tt0216621/,16716
56,A Christmas Cookie Catastrophe,2022,"Comedy,Romance",6.3,639.0,0.0,22207828,https://www.imdb.com/title/tt22207828/,0
57,A Christmas Eve Miracle,2015,"Comedy,Family",3.6,326.0,0.0,4690134,https://www.imdb.com/title/tt4690134/,369875
58,A Christmas Fumble,2022,"Comedy,Drama",5.8,141.0,0.0,22245614,https://www.imdb.com/title/tt22245614/,0
59,A Christmas Gift,2022,Family,6.2,27.0,0.0,18260368,https://www.imdb.com/title/tt18260368/,0
60,A Christmas Gift from Bob,2020,"Drama,Family",6.3,2230.0,0.0,9564270,https://www.imdb.com/title/tt9564270/,0
61,A Christmas Horror Story,2015,"Fantasy,Horror,Mystery",5.8,11403.0,0.0,3688406,https://www.imdb.com/title/tt3688406/,311539
62,A Christmas in Vermont,2016,"Comedy,Romance",5.5,1138.0,0.0,5981802,https://www.imdb.com/title/tt5981802/,0
63,A Christmas Karen,2022,Comedy,5.0,417.0,0.0,14219486,https://www.imdb.com/title/tt14219486/,0
64,A Christmas Kiss,2011,"Comedy,Romance",6.1,4826.0,0.0,1790621,https://www.imdb.com/title/tt1790621/,81332
65,A Christmas Masquerade,2022,"Comedy,Romance",5.2,261.0,0.0,21220756,https://www.imdb.com/title/tt21220756/,0
66,A Christmas Melody,2015,"Comedy,Music,Romance",6.0,2198.0,0.0,4587740,https://www.imdb.com/title/tt4587740/,366018
67,A Christmas Miracle for Daisy,2021,Romance,6.0,2123.0,0.0,16275882,https://www.imdb.com/title/tt16275882/,0
68,"A Christmas Mystery, 2014",2014,"Drama,Mystery,Romance",4.9,561.0,0.0,4179824,https://www.imdb.com/title/tt4179824/,0
69,"A Christmas Mystery, 2022",2022,"Comedy,Drama,Family",5.9,723.0,0.0,22207152,https://www.imdb.com/title/tt22207152/,0
70,A Christmas Open House,2022,"Drama,Romance",5.2,183.0,0.0,21821260,https://www.imdb.com/title/tt21821260/,0
71,A Christmas Prince,2017,"Comedy,Family,Romance",5.8,20604.0,0.0,7608418,https://www.imdb.com/title/tt7608418/,483104
72,A Christmas Prince: The Royal Baby,2019,"Family,Romance",5.4,7289.0,0.0,10006006,https://www.imdb.com/title/tt10006006/,0
73,A Christmas Prince: The Royal Wedding,2018,"Drama,Romance",5.3,11285.0,0.0,8709036,https://www.imdb.com/title/tt8709036/,0
74,A Christmas Proposal,2008,"Comedy,Drama,Romance",4.6,598.0,0.0,1284976,https://www.imdb.com/title/tt1284976/,0
75,A Christmas Snow,2010,"Comedy,Drama,Family",5.9,844.0,0.0,1606191,https://www.imdb.com/title/tt1606191/,0
76,A Christmas Story,1983,"Comedy,Family",7.9,160149.0,0.0,85334,https://www.imdb.com/title/tt0085334/,850
77,A Christmas Story 2,2012,"Comedy,Family",3.5,2741.0,0.0,2281069,https://www.imdb.com/title/tt2281069/,125504
78,A Christmas Story Christmas,2022,"Comedy,Family",6.7,15594.0,0.0,17220704,https://www.imdb.com/title/tt17220704/,0
79,A Christmas Stray,2021,"Drama,Romance",6.3,257.0,0.0,14758624,https://www.imdb.com/title/tt14758624/,0
80,A Christmas to Savour,2021,"Comedy,Romance",5.2,333.0,0.0,14909414,https://www.imdb.com/title/tt14909414/,0
81,A Christmas to Treasure,2022,"Comedy,Romance",4.8,398.0,0.0,21072238,https://www.imdb.com/title/tt21072238/,0
82,A Christmas Treasure,2021,"Drama,Romance",5.7,646.0,0.0,15042590,https://www.imdb.com/title/tt15042590/,0
83,A Christmas Tree Miracle,2013,Family,6.5,885.0,0.0,2328727,https://www.imdb.com/title/tt2328727/,0
84,"A Christmas Wish, 2011",2011,"Comedy,Drama,Family",6.5,1999.0,0.0,1577038,https://www.imdb.com/title/tt1577038/,80544
85,"A Christmas Wish, 2021",2021,Family,6.9,50.0,0.0,10635588,https://www.imdb.com/title/tt10635588/,0
86,A Chump at Oxford,1940,"Comedy,Family,Music",7.2,4073.0,0.0,32339,https://www.imdb.com/title/tt0032339/,33810
87,A Cinderella Christmas,2016,"Comedy,Romance",6.2,3276.0,0.0,6185074,https://www.imdb.com/title/tt6185074/,426808
88,A Cinderella Story: Christmas Wish,2019,"Comedy,Family,Fantasy",5.3,7011.0,0.0,10326928,https://www.imdb.com/title/tt10326928/,0
89,A Cinderella Story: If the Shoe Fits,2016,"Family,Fantasy,Musical",5.6,3502.0,0.0,5822648,https://www.imdb.com/title/tt5822648/,407655
90,A Cinderella Story: Starstruck,2021,"Comedy,Drama,Family",5.4,734.0,0.0,14445134,https://www.imdb.com/title/tt14445134/,0
91,A Claymation Christmas Celebration,1987,"Animation,Comedy,Family",8.1,905.0,0.0,272045,https://www.imdb.com/title/tt0272045/,21386
92,A Clockwork Orange,1971,"Crime,Sci-Fi",8.3,836287.0,0.0,66921,https://www.imdb.com/title/tt0066921/,185
93,A Common Man,2012,"Action,Crime,Drama",4.5,2410.0,0.0,2104837,https://www.imdb.com/title/tt2104837/,108726
94,A Company Man,2012,"Action,Crime,Drama",6.6,6143.0,0.0,2371486,https://www.imdb.com/title/tt2371486/,134126
95,A Connecticut Yankee in King Arthur's Court,1949,"Comedy,Family,Fantasy",6.5,2527.0,0.0,41259,https://www.imdb.com/title/tt0041259/,36848
96,A Countess from Hong Kong,1967,"Comedy,Romance",6.0,6521.0,0.0,61523,https://www.imdb.com/title/tt0061523/,2984
97,A Country Called Home,2015,Drama,5.9,1181.0,0.0,3953626,https://www.imdb.com/title/tt3953626/,339079
98,A Country Christmas Harmony,2022,"Drama,Music,Romance",5.2,291.0,0.0,18350906,https://www.imdb.com/title/tt18350906/,0
99,A Country Wedding,2015,"Drama,Romance",6.9,2981.0,0.0,4814436,https://www.imdb.com/title/tt4814436/,346489
100,A Cowgirl's Song,2022,"Drama,Music",5.3,351.0,0.0,14771622,https://www.imdb.com/title/tt14771622/,0
101,A Cowgirl's Story,2017,"Drama,Family",5.5,628.0,0.0,5704912,https://www.imdb.com/title/tt5704912/,0
102,A Crime,2006,"Crime,Thriller",5.6,2082.0,0.0,489010,https://www.imdb.com/title/tt0489010/,0
103,A Crooked Somebody,2017,"Crime,Drama,Thriller",6.2,1239.0,0.0,5922124,https://www.imdb.com/title/tt5922124/,435036
104,A Cry in the Night,1956,"Crime,Drama,Film-Noir",6.0,924.0,0.0,49110,https://www.imdb.com/title/tt0049110/,35895
105,A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,101613.0,0.0,4731136,https://www.imdb.com/title/tt4731136/,340837
106,A Cut Above,2022,Comedy,4.7,187.0,0.0,21265550,https://www.imdb.com/title/tt21265550/,0
107,A Damsel in Distress,1937,"Comedy,Music,Romance",6.8,2174.0,0.0,28757,https://www.imdb.com/title/tt0028757/,66473
108,A Dandy in Aspic,1968,"Action,Drama,Thriller",6.2,1134.0,0.0,62859,https://www.imdb.com/title/tt0062859/,84844
109,A Dangerous Man,2010,"Action,Crime,Thriller",4.9,4820.0,0.0,1360767,https://www.imdb.com/title/tt1360767/,28465
110,A Dangerous Son,2018,Documentary,6.7,743.0,0.0,8294204,https://www.imdb.com/title/tt8294204/,522773
111,A Dark Place,2018,"Mystery,Thriller",6.2,4859.0,0.0,5936866,https://www.imdb.com/title/tt5936866/,0
112,A Dark Song,2016,"Drama,Fantasy,Horror",6.2,18780.0,0.0,4805316,https://www.imdb.com/title/tt4805316/,409297
113,A Date by Christmas Eve,2019,"Comedy,Drama,Fantasy",5.8,581.0,0.0,10799008,https://www.imdb.com/title/tt10799008/,0
114,A Date for Mad Mary,2016,"Comedy,Drama,Romance",7.0,2199.0,0.0,4197642,https://www.imdb.com/title/tt4197642/,405473
115,A Date with Judy,1948,"Comedy,Musical,Romance",6.5,1352.0,0.0,40271,https://www.imdb.com/title/tt0040271/,96252
116,A Date with Miss Fortune,2015,"Comedy,Romance",5.3,1050.0,0.0,3832160,https://www.imdb.com/title/tt3832160/,0
117,A Daughter Of Destiny,1928,"Drama,Fantasy,Horror",6.2,383.0,0.0,17621,https://www.imdb.com/title/tt0017621/,2969
118,A Daughter's Nightmare,2014,"Drama,Mystery,Thriller",5.7,1232.0,0.0,3103284,https://www.imdb.com/title/tt3103284/,270383
119,A Daughter's Revenge,2018,Drama,5.2,323.0,0.0,7561776,https://www.imdb.com/title/tt7561776/,0
120,A Day,2017,"Drama,Mystery,Thriller",6.8,2621.0,0.0,6890376,https://www.imdb.com/title/tt6890376/,459073
121,A Day at the Races,1937,"Comedy,Family,Musical",7.5,14029.0,0.0,28772,https://www.imdb.com/title/tt0028772/,11939
122,A Day to Die,2022,"Action,Crime,Drama",3.5,4331.0,0.0,14412366,https://www.imdb.com/title/tt14412366/,0
123,A Day Without a Mexican,2004,"Comedy,Drama,Fantasy",4.7,3157.0,0.0,377744,https://www.imdb.com/title/tt0377744/,16427
124,A Deadly Adoption,2015,"Drama,Thriller",5.1,3662.0,0.0,4573800,https://www.imdb.com/title/tt4573800/,343921
125,A Deadly Affair,2017,Thriller,5.3,305.0,0.0,5776448,https://www.imdb.com/title/tt5776448/,0
126,A Deadly Lullaby,2020,"Drama,Thriller",5.5,305.0,0.0,12036096,https://www.imdb.com/title/tt12036096/,0
127,A Deadly Place,2020,Thriller,4.2,124.0,0.0,8097362,https://www.imdb.com/title/tt8097362/,0
128,A Deadly View,2018,Thriller,3.7,394.0,0.0,6792478,https://www.imdb.com/title/tt6792478/,0
129,A Deadly Vision,1997,"Drama,Mystery,Thriller",5.3,282.0,0.0,118945,https://www.imdb.com/title/tt0118945/,0
130,A December Bride,2016,"Comedy,Romance",6.7,3380.0,0.0,5739680,https://www.imdb.com/title/tt5739680/,427045
131,A Delicate Balance,1973,Drama,6.6,846.0,0.0,69958,https://www.imdb.com/title/tt0069958/,38729
132,A Delicate Balance: The Truth,2008,Documentary,7.9,51.0,0.0,1337606,https://www.imdb.com/title/tt1337606/,0
133,A Demon Within,2017,"Drama,Horror,Romance",3.4,792.0,0.0,3499358,https://www.imdb.com/title/tt3499358/,440397
134,A Different Set of Cards,2016,"Crime,Mystery,Thriller",5.6,110.0,0.0,5462468,https://www.imdb.com/title/tt5462468/,0
135,A Dim Valley,2020,Comedy,5.3,81.0,0.0,8870946,https://www.imdb.com/title/tt8870946/,0
136,A Dirty Shame,2004,Comedy,5.1,13120.0,0.0,365125,https://www.imdb.com/title/tt0365125/,13702
137,A Distant Place,2020,Drama,6.6,204.0,0.0,12385988,https://www.imdb.com/title/tt12385988/,0
138,A Diva's Christmas Carol,2000,"Comedy,Drama,Fantasy",6.4,1305.0,0.0,270317,https://www.imdb.com/title/tt0270317/,24436
139,A Doctor's Sword,2015,"Animation,Documentary",8.1,69.0,0.0,4952148,https://www.imdb.com/title/tt4952148/,0
140,A Dog for Christmas,2015,Comedy,5.3,739.0,0.0,2278803,https://www.imdb.com/title/tt2278803/,0
141,A Dog Named Gucci,2015,"Biography,Documentary,Drama",8.3,113.0,0.0,3588852,https://www.imdb.com/title/tt3588852/,0
142,A Dog's Journey,2019,"Adventure,Comedy,Drama",7.4,25845.0,0.0,8385474,https://www.imdb.com/title/tt8385474/,0
143,A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.2,74229.0,0.0,1753383,https://www.imdb.com/title/tt1753383/,381289
144,A Dog's Way Home,2019,"Adventure,Drama,Family",6.7,18706.0,0.0,7616798,https://www.imdb.com/title/tt7616798/,0
145,A Doggone Hollywood,2017,Family,4.9,88.0,0.0,6315010,https://www.imdb.com/title/tt6315010/,0
146,A Dogwalker's Christmas Tale,2015,"Comedy,Drama,Family",5.0,1574.0,0.0,3991066,https://www.imdb.com/title/tt3991066/,365756
147,A Dose of Happiness,2019,Drama,7.1,1354.0,0.0,10249780,https://www.imdb.com/title/tt10249780/,0
148,A Dragon Adventure,2019,Animation,3.5,52.0,0.0,10691312,https://www.imdb.com/title/tt10691312/,0
149,A Dry White Season,1989,"Drama,Thriller",7.0,5809.0,0.0,97243,https://www.imdb.com/title/tt0097243/,32075
150,A Dysfunctional Cat,2018,Drama,6.5,453.0,0.0,7733426,https://www.imdb.com/title/tt7733426/,0
151,A Fabled Holiday,2022,"Comedy,Drama,Romance",6.6,829.0,0.0,22295836,https://www.imdb.com/title/tt22295836/,0
152,A Face in the Crowd,1957,"Drama,Music",8.2,16134.0,0.0,50371,https://www.imdb.com/title/tt0050371/,21849
153,A Fairly Odd Christmas,2013,"Animation,Comedy,Family",4.4,943.0,0.0,2299368,https://www.imdb.com/title/tt2299368/,146712
154,A Faithful Man,2018,"Comedy,Drama,Romance",6.2,3986.0,0.0,8075202,https://www.imdb.com/title/tt8075202/,529784
155,A Fall From Grace,2020,Thriller,5.9,16007.0,0.0,11390036,https://www.imdb.com/title/tt11390036/,0
156,A Family Man,2016,Drama,6.5,12669.0,0.0,1718924,https://www.imdb.com/title/tt1718924/,375183
157,A Family Matters Christmas,2022,"Comedy,Fantasy",4.9,35.0,0.0,15800610,https://www.imdb.com/title/tt15800610/,0
158,A Family Reunion Christmas,2019,"Comedy,Family",5.8,253.0,0.0,11193888,https://www.imdb.com/title/tt11193888/,0
159,A Family Thanksgiving,2010,"Comedy,Drama,Fantasy",6.3,965.0,0.0,1738342,https://www.imdb.com/title/tt1738342/,99079
160,A Fan's Guide to Ms. Marvel,2022,"Documentary,Short",6.5,260.0,0.0,20782916,https://www.imdb.com/title/tt20782916/,0
161,A Fantastic Woman,2017,Drama,7.2,26181.0,0.0,5639354,https://www.imdb.com/title/tt5639354/,429191
162,A Far Off Place,1993,"Adventure,Drama,Family",6.5,3654.0,0.0,106868,https://www.imdb.com/title/tt0106868/,24736
163,A Farewell to Fools,2013,"Comedy,Drama,War",5.4,496.0,0.0,1634055,https://www.imdb.com/title/tt1634055/,0
164,A Faster Horse,2015,Documentary,6.7,679.0,0.0,3762974,https://www.imdb.com/title/tt3762974/,333350
165,A Father's Fight,2021,"Action,Drama,Family",5.5,3018.0,0.0,12605348,https://www.imdb.com/title/tt12605348/,0
166,A Father's Secret,2016,"Drama,Thriller",4.7,162.0,0.0,5056698,https://www.imdb.com/title/tt5056698/,0
167,A Feast of Man,2017,"Comedy,Drama",5.2,38.0,0.0,4151002,https://www.imdb.com/title/tt4151002/,0
168,A Feather in Her Hat,1935,Drama,6.1,206.0,0.0,26343,https://www.imdb.com/title/tt0026343/,246598
169,A Feeling of Home,2019,Romance,6.0,1010.0,0.0,10136840,https://www.imdb.com/title/tt10136840/,0
170,A Fei Zheng Chuan (Days Of Being Wild),1991,"Crime,Drama,Romance",7.4,23235.0,0.0,101258,https://www.imdb.com/title/tt0101258/,18311
171,A Few Best Men,2011,"Comedy,Romance",5.6,13272.0,0.0,1640711,https://www.imdb.com/title/tt1640711/,85435
172,A Few Good Men,1992,"Drama,Thriller",7.7,268816.0,0.0,104257,https://www.imdb.com/title/tt0104257/,881
173,A Field in England,2013,"Drama,History,Mystery",6.2,13182.0,0.0,2375574,https://www.imdb.com/title/tt2375574/,179111
174,A Fighting Man,2014,"Drama,Sport",5.5,1615.0,0.0,2854894,https://www.imdb.com/title/tt2854894/,227325
175,A Fine Step,2014,Drama,5.3,384.0,0.0,1604100,https://www.imdb.com/title/tt1604100/,0
176,A Firehouse Christmas,2016,"Comedy,Drama,Romance",5.1,918.0,0.0,5845712,https://www.imdb.com/title/tt5845712/,0
177,A Fish Tale,2017,Family,6.3,98.0,0.0,5784250,https://www.imdb.com/title/tt5784250/,0
178,A Flower From Heaven 2,2018,Drama,,,0.0,20896972,https://www.imdb.com/title/tt20896972/,0
179,A Flying Jatt,2016,"Action,Adventure,Comedy",3.1,5043.0,0.0,5235880,https://www.imdb.com/title/tt5235880/,396643
180,A Fork in the Road,2009,"Comedy,Crime",5.9,1239.0,0.0,1117386,https://www.imdb.com/title/tt1117386/,38138
181,A Free Soul,1931,"Crime,Drama,Romance",6.6,2721.0,0.0,21885,https://www.imdb.com/title/tt0021885/,50600
182,A Friend of the Family: True Evil,2022,"Crime,Documentary",6.5,110.0,0.0,23320116,https://www.imdb.com/title/tt23320116/,0
183,A Frozen Christmas 3: Party Time!,2018,"Animation,Musical",3.7,49.0,0.0,8535852,https://www.imdb.com/title/tt8535852/,0
184,A Fuller Life,2013,"Biography,Crime,Documentary",7.1,247.0,0.0,2972098,https://www.imdb.com/title/tt2972098/,229065
185,A Funny Thing Happened on the Way to the Forum,1966,"Comedy,Musical",6.8,9438.0,0.0,60438,https://www.imdb.com/title/tt0060438/,17768
186,A Furry Little Christmas,2021,"Comedy,Romance",5.7,391.0,0.0,15233326,https://www.imdb.com/title/tt15233326/,0
187,A Futile and Stupid Gesture,2018,"Biography,Comedy",6.7,16774.0,0.0,5566790,https://www.imdb.com/title/tt5566790/,391710
188,A Game of Death,1945,Adventure,5.9,402.0,0.0,38549,https://www.imdb.com/title/tt0038549/,112257
189,A Genie's Tail,2022,"Comedy,Family",4.1,123.0,0.0,9809006,https://www.imdb.com/title/tt9809006/,0
190,A Gentle Creature,2017,"Drama,Mystery",6.6,2398.0,0.0,5618752,https://www.imdb.com/title/tt5618752/,442947
191,A Gentleman,2017,"Action,Comedy",6.2,7028.0,0.0,5613834,https://www.imdb.com/title/tt5613834/,469872
192,A Ghost Story,2017,"Drama,Fantasy,Romance",6.8,74077.0,0.0,6265828,https://www.imdb.com/title/tt6265828/,428449
193,A Gift to Remember,2017,"Comedy,Drama,Family",6.6,2343.0,0.0,7006938,https://www.imdb.com/title/tt7006938/,0
194,A Gift Wrapped Christmas,2015,"Comedy,Drama,Family",7.1,1780.0,0.0,5237552,https://www.imdb.com/title/tt5237552/,367536
195,A Gingerbread Christmas,2022,"Drama,Romance",6.0,255.0,0.0,21821424,https://www.imdb.com/title/tt21821424/,0
196,A Girl at My Door,2014,Drama,7.0,2919.0,0.0,3661798,https://www.imdb.com/title/tt3661798/,266058
197,A Girl in Every Port,1952,Comedy,5.2,647.0,0.0,44662,https://www.imdb.com/title/tt0044662/,84540
198,A Girl Like Her,2015,Drama,7.0,7172.0,0.0,2523832,https://www.imdb.com/title/tt2523832/,325113
199,A Girl of the Limberlost,1990,"Drama,Family",6.4,228.0,0.0,99662,https://www.imdb.com/title/tt0099662/,237466
200,A Girl Walks Home Alone at Night,2014,"Drama,Horror,Romance",6.9,36428.0,0.0,2326554,https://www.imdb.com/title/tt2326554/,252171
201,A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,4.6,5476.0,0.0,2044729,https://www.imdb.com/title/tt2044729/,124461
202,A Glitch in the Matrix,2021,Documentary,5.3,1997.0,0.0,9847360,https://www.imdb.com/title/tt9847360/,0
203,A Gnome Named Gnorm,1990,"Action,Adventure,Comedy",4.4,1294.0,0.0,109912,https://www.imdb.com/title/tt0109912/,0
204,A Golden Christmas,2009,"Comedy,Drama,Family",5.5,1329.0,0.0,1489248,https://www.imdb.com/title/tt1489248/,51848
205,A Good Day to Be Black & Sexy,2008,"Drama,Romance",4.8,494.0,0.0,482517,https://www.imdb.com/title/tt0482517/,23733
206,A Good Day to Die Hard,2013,"Action,Thriller",5.2,209558.0,0.0,1606378,https://www.imdb.com/title/tt1606378/,47964
207,A Good Man,2014,"Action,Crime,Thriller",4.4,3672.0,0.0,3480556,https://www.imdb.com/title/tt3480556/,286668
208,A Good Man Is Hard to Find,2008,"Drama,Romance",4.5,199.0,0.0,880567,https://www.imdb.com/title/tt0880567/,0
209,A Good Marriage,2014,"Crime,Drama,Thriller",5.3,11999.0,0.0,2180994,https://www.imdb.com/title/tt2180994/,288281
210,A Good Old Fashioned Orgy,2011,"Comedy,Romance",6.1,23156.0,0.0,1231586,https://www.imdb.com/title/tt1231586/,69778
211,A Good Woman,2004,"Comedy,Drama,Romance",6.5,13582.0,0.0,379306,https://www.imdb.com/title/tt0379306/,15184
212,A Good Woman Is Hard to Find,2019,"Crime,Drama,Horror",6.3,4945.0,0.0,6624144,https://www.imdb.com/title/tt6624144/,0
213,A Guerra dos Rocha,2008,Comedy,4.3,220.0,0.0,972378,https://www.imdb.com/title/tt0972378/,0
214,A Guide for the Married Man,1967,"Comedy,Romance",6.6,2764.0,0.0,61736,https://www.imdb.com/title/tt0061736/,4932
215,A Guide to Dating at the End of the World,2022,"Comedy,Romance,Sci-Fi",5.2,145.0,0.0,2177884,https://www.imdb.com/title/tt2177884/,0
216,A Guide to Recognizing Your Saints,2006,"Crime,Drama",6.9,26084.0,0.0,473488,https://www.imdb.com/title/tt0473488/,8194
217,A Guide to Second Date Sex,2019,"Comedy,Romance",5.5,1151.0,0.0,7439748,https://www.imdb.com/title/tt7439748/,0
218,A Guy Named Joe,1943,"Drama,Fantasy,Romance",6.9,2677.0,0.0,35959,https://www.imdb.com/title/tt0035959/,43306
219,A Guy Thing,2003,"Comedy,Romance",5.6,17680.0,0.0,295289,https://www.imdb.com/title/tt0295289/,9582
