,source,target,weight
224498,8284.0,6973.0,3
224571,5839.0,5131.0,3
224681,4308.0,930.0,3
224707,11279.0,3092.0,3
224877,24269.0,1745.0,3
224970,1670.0,7184.0,3
225105,13474.0,2077.0,3
225378,1444.0,15302.0,3
225682,19549.0,22989.0,3
225714,20330.0,9136.0,3
225967,2092.0,9385.0,3
226104,11084.0,1949.0,3
226124,15815.0,22470.0,3
226342,881.0,16078.0,3
226437,11802.0,8509.0,3
226519,6204.0,15116.0,3
226555,18559.0,3070.0,3
226671,3701.0,13481.0,3
226696,25966.0,12604.0,3
227095,23863.0,26081.0,3
227218,6090.0,2616.0,3
227485,582.0,1011.0,3
227954,4291.0,21286.0,3
228010,24308.0,19545.0,3
228048,6726.0,10347.0,3
228322,13648.0,4511.0,3
228453,7189.0,1873.0,3
228764,853.0,24569.0,3
228855,3604.0,301.0,3
229220,3511.0,13805.0,3
229240,1384.0,24871.0,3
229350,9638.0,27601.0,3
229422,11084.0,5310.0,3
229443,4802.0,10409.0,3
229481,7544.0,23878.0,3
229547,10959.0,19573.0,3
229608,29439.0,7075.0,3
229621,14393.0,15302.0,3
229759,16730.0,2092.0,3
229844,5968.0,1619.0,3
229951,3116.0,13325.0,3
230187,14516.0,9136.0,3
230567,2439.0,3147.0,3
230605,1873.0,4000.0,3
230757,19489.0,12483.0,3
230892,3015.0,8621.0,3
230981,12296.0,23199.0,3
231219,21690.0,4616.0,3
231437,2092.0,6725.0,3
231967,2005.0,11055.0,3
232021,22865.0,1116.0,3
232033,9725.0,5774.0,3
232908,15815.0,1116.0,3
232963,6221.0,16477.0,3
233090,4869.0,2005.0,3
233277,15807.0,4444.0,3
233442,15043.0,6726.0,3
233456,19763.0,23826.0,3
233465,10353.0,2481.0,3
233664,881.0,6175.0,3
233782,9240.0,5131.0,3
233786,3953.0,7102.0,3
233955,12598.0,13846.0,3
234066,7681.0,2756.0,3
234151,12263.0,6973.0,3
234163,4809.0,13805.0,3
234372,27371.0,23997.0,3
234470,5237.0,1698.0,3
234492,11540.0,23322.0,3
234540,12237.0,8246.0,3
234916,6609.0,8597.0,3
234930,12487.0,23321.0,3
234968,20550.0,2193.0,3
234974,10353.0,2360.0,3
235541,24930.0,16267.0,3
235584,2805.0,26871.0,3
235983,5341.0,5953.0,3
236140,6398.0,18401.0,3
236328,6204.0,9992.0,3
236657,13623.0,24277.0,3
237020,8106.0,26413.0,3
237275,9634.0,1949.0,3
237309,23113.0,12094.0,3
237475,3272.0,15839.0,3
237506,9812.0,12111.0,3
237625,5057.0,9136.0,3
237707,1873.0,3447.0,3
237709,6107.0,4785.0,3
238266,6973.0,8107.0,3
238277,881.0,10490.0,3
238453,8131.0,16053.0,3
238609,6973.0,24878.0,3
238704,14161.0,25593.0,3
238726,2805.0,22621.0,3
238835,19395.0,1619.0,3
238914,9437.0,18328.0,3
238920,1384.0,16004.0,3
239064,1670.0,10386.0,3
239219,9336.0,9136.0,3
239221,7838.0,11419.0,3
239491,1015.0,8584.0,3
239622,5667.0,4763.0,3
239655,17920.0,9386.0,3
239734,6090.0,8472.0,3
239804,13637.0,3147.0,3
239858,4632.0,23149.0,3
240280,5237.0,1124.0,3
240299,5315.0,15262.0,3
240333,3272.0,11564.0,3
240476,1444.0,24226.0,3
240667,15185.0,3147.0,3
241007,15224.0,2884.0,3
241297,5233.0,7198.0,3
241419,7903.0,10564.0,3
241440,20516.0,6221.0,3
241509,12935.0,23515.0,3
241612,1873.0,10570.0,3
241764,13124.0,18327.0,3
241837,21859.0,6107.0,3
241886,4802.0,10253.0,3
241959,6427.0,20852.0,3
241987,16531.0,16753.0,3
242320,853.0,27788.0,3
242398,4511.0,12111.0,3
242471,23483.0,3070.0,3
242776,2245.0,5771.0,3
242784,11646.0,10863.0,3
242850,4308.0,19152.0,3
242957,23166.0,3044.0,3
243062,2499.0,1920.0,3
243469,15284.0,8509.0,3
243470,4632.0,3788.0,3
243488,1384.0,4127.0,3
243805,8438.0,23322.0,3
244200,6167.0,23980.0,3
244877,13241.0,5017.0,3
244974,1659.0,20007.0,3
245101,3717.0,5492.0,3
245234,9240.0,4219.0,3
245255,26590.0,4235.0,3
245266,1384.0,22047.0,3
245274,15815.0,14719.0,3
245280,5237.0,7903.0,3
245348,1228.0,3820.0,3
245356,4970.0,21172.0,3
245501,25543.0,2090.0,3
245766,15391.0,11900.0,3
245785,23503.0,14393.0,3
245864,25549.0,5492.0,3
245983,9360.0,12588.0,3
245994,3717.0,15985.0,3
246085,582.0,9183.0,3
246148,26640.0,1352.0,3
246207,26230.0,3092.0,3
246239,6973.0,2264.0,3
246274,11153.0,11747.0,3
246281,4633.0,20007.0,3
246305,17965.0,4000.0,3
246438,15302.0,18055.0,3
246515,14793.0,7075.0,3
246533,14508.0,3701.0,3
246646,4511.0,9810.0,3
246682,4291.0,5461.0,3
246754,11394.0,29137.0,3
246765,5066.0,4154.0,3
246886,17202.0,10595.0,3
246887,9078.0,14854.0,3
246985,3147.0,6734.0,3
247133,5492.0,8107.0,3
247298,15314.0,5967.0,3
247868,22941.0,2426.0,3
247892,582.0,9553.0,3
248096,7189.0,1352.0,3
248135,10014.0,9136.0,3
248273,1352.0,14529.0,3
248338,14518.0,3375.0,3
248429,17658.0,21474.0,3
248492,7102.0,2008.0,3
248661,12347.0,13986.0,3
248696,24930.0,15284.0,3
249095,16044.0,20460.0,3
249108,7915.0,6204.0,3
249177,22377.0,5774.0,3
249314,16585.0,14621.0,3
249425,22377.0,1015.0,3
249624,1930.0,6632.0,3
249672,9253.0,13424.0,3
249771,3147.0,2077.0,3
249783,17202.0,12280.0,3
249786,20405.0,6152.0,3
249856,4323.0,7198.0,3
249909,9590.0,2739.0,3
249919,25652.0,3701.0,3
249931,1376.0,582.0,3
249971,3576.0,27377.0,3
250062,1920.0,1193.0,3
250210,13229.0,10621.0,3
250313,8463.0,7193.0,3
250385,4154.0,3820.0,3
250555,23166.0,9623.0,3
250578,23791.0,19705.0,3
250820,3717.0,9996.0,3
250854,2586.0,5953.0,3
250862,14223.0,17403.0,3
250949,1659.0,5771.0,3
251018,7198.0,3177.0,3
251056,2005.0,69.0,3
251269,1930.0,28747.0,3
251293,17071.0,11393.0,3
251359,13648.0,1698.0,3
251386,9111.0,4802.0,3
251410,12104.0,27287.0,3
251538,27420.0,2090.0,3
251926,3604.0,10604.0,3
251933,329.0,2426.0,3
252035,15091.0,8974.0,3
252150,17403.0,822.0,3
252396,6383.0,10448.0,3
252427,6148.0,1814.0,3
252457,4308.0,8257.0,3
252529,1322.0,20550.0,3
252696,3604.0,24478.0,3
252877,5509.0,3147.0,3
252882,6152.0,16618.0,3
253098,12280.0,801.0,3
253199,5642.0,26682.0,3
253285,15436.0,5953.0,3
253328,1670.0,2426.0,3
253438,11153.0,6376.0,3
254129,1015.0,1952.0,3
254485,4802.0,28991.0,3
254506,3576.0,22455.0,3
254527,12296.0,16477.0,3
254842,11475.0,15815.0,3
254853,6115.0,3044.0,3
254888,11084.0,12985.0,3
254922,5233.0,12316.0,3
254924,6872.0,6366.0,3
255063,12784.0,5492.0,3
255143,5270.0,1352.0,3
255151,6167.0,8814.0,3
255152,6398.0,16890.0,3
255458,7663.0,6973.0,3
255486,8106.0,990.0,3
255644,28883.0,13396.0,3
255762,12812.0,17266.0,3
255844,5944.0,26906.0,3
255893,6090.0,12401.0,3
256106,8598.0,19488.0,3
256118,4970.0,3207.0,3
256341,1873.0,1444.0,3
256515,11058.0,5213.0,3
256551,5017.0,8150.0,3
256587,19183.0,26291.0,3
256638,22865.0,2884.0,3
256668,17835.0,1698.0,3
256729,1414.0,14322.0,3
256821,13325.0,24546.0,3
257440,6734.0,16082.0,3
257457,5083.0,13986.0,3
257588,17194.0,19507.0,3
257639,18787.0,13186.0,3
257647,853.0,24410.0,3
257863,8495.0,17076.0,3
257904,1384.0,26081.0,3
257971,18787.0,19367.0,3
258118,10959.0,20455.0,3
258186,26899.0,7596.0,3
258197,3725.0,582.0,3
258515,24269.0,7826.0,3
258518,27028.0,2077.0,3
258551,9240.0,11393.0,3
258793,4300.0,4901.0,3
258829,17663.0,10017.0,3
258848,26413.0,15985.0,3
258915,5818.0,9029.0,3
258938,7072.0,3070.0,3
259497,8485.0,2005.0,3
259534,17578.0,5492.0,3
259549,10959.0,4225.0,3
259772,1322.0,8509.0,3
260006,17251.0,3820.0,3
260104,1015.0,2487.0,3
260273,11374.0,1920.0,3
260292,7681.0,7160.0,3
260347,147.0,582.0,3
260422,20033.0,1352.0,3
260435,3701.0,6466.0,3
260440,5489.0,19747.0,3
260561,6398.0,13229.0,3
260642,19635.0,2814.0,3
260688,1384.0,21199.0,3
260723,1814.0,5967.0,3
260762,28924.0,19705.0,3
260869,19399.0,25318.0,3
260872,26007.0,2077.0,3
260878,27589.0,10996.0,3
260944,4169.0,7198.0,3
260995,22462.0,1814.0,3
261110,11084.0,9902.0,3
261202,18582.0,4632.0,3
261481,9240.0,13648.0,3
261507,16730.0,1204.0,3
261777,28535.0,14027.0,3
261866,15785.0,5779.0,3
262031,5305.0,10573.0,3
262553,14161.0,14194.0,3
262652,5305.0,1474.0,3
262718,8432.0,3701.0,3
262768,5341.0,7348.0,3
262888,14161.0,22186.0,3
262912,9996.0,13782.0,3
263119,6167.0,4511.0,3
263624,27529.0,3375.0,3
263768,1920.0,18754.0,3
264049,14427.0,1322.0,3
264125,5756.0,3701.0,3
264131,23480.0,8954.0,3
264146,4616.0,10133.0,3
264310,21943.0,5131.0,3
264504,19488.0,9385.0,3
264690,12619.0,1444.0,3
265077,18047.0,10461.0,3
265711,1827.0,1619.0,3
266097,12892.0,5779.0,3
266131,20455.0,9136.0,3
266198,12280.0,2739.0,3
266402,23524.0,11651.0,3
266405,23359.0,8131.0,3
266479,22258.0,2092.0,3
266492,5642.0,27371.0,3
266497,670.0,2090.0,3
266566,18787.0,17266.0,3
266595,8357.0,19489.0,3
266698,25023.0,12094.0,3
266805,2805.0,2924.0,3
267047,329.0,2005.0,3
267102,4291.0,9029.0,3
267309,5101.0,14621.0,3
267705,8284.0,3820.0,3
267774,21958.0,801.0,3
267859,27507.0,7416.0,3
267862,9437.0,1619.0,3
268055,15314.0,2193.0,3
268358,18694.0,9623.0,3
268515,6090.0,4508.0,3
268957,2005.0,5317.0,3
269132,1529.0,19103.0,3
269161,7288.0,2349.0,3
269262,4300.0,1956.0,3
269483,22377.0,8597.0,3
269715,2005.0,1784.0,3
269721,4632.0,4161.0,3
269732,9437.0,1777.0,3
269784,881.0,19488.0,3
269802,5310.0,16831.0,3
270067,2106.0,4235.0,3
270129,9437.0,4511.0,3
270199,4511.0,12159.0,3
270549,4632.0,2787.0,3
270675,1670.0,10959.0,3
270793,853.0,26936.0,3
270871,14518.0,5961.0,3
271055,8675.0,29137.0,3
271064,1015.0,15878.0,3
271284,19505.0,2077.0,3
271342,2867.0,1444.0,3
271870,3576.0,29475.0,3
271960,1668.0,2805.0,3
272017,582.0,10093.0,3
272046,4970.0,13474.0,3
272070,17802.0,2077.0,3
272261,3511.0,10929.0,3
272493,11084.0,17022.0,3
272546,27822.0,13325.0,3
272553,10396.0,20155.0,3
272743,3907.0,22639.0,3
272804,4169.0,29564.0,3
272832,3123.0,3272.0,3
272924,27420.0,2349.0,3
273017,11536.0,8729.0,3
273395,4300.0,25658.0,3
273415,16890.0,16712.0,3
273524,2029.0,13986.0,3
273661,18944.0,6304.0,3
273723,6716.0,3147.0,3
273768,1015.0,11681.0,3
274156,22470.0,2739.0,3
274485,1873.0,1474.0,3
274524,1228.0,4169.0,3
274757,7681.0,1369.0,3
274779,5504.0,10564.0,3
274938,2805.0,19517.0,3
275464,637.0,853.0,3
275838,5305.0,7189.0,3
275859,2481.0,4763.0,3
275879,21709.0,8729.0,3
275940,21735.0,1698.0,3
275962,12935.0,2995.0,3
275972,2092.0,12686.0,3
276086,12779.0,881.0,3
276178,2867.0,3873.0,3
276196,4169.0,27681.0,3
276212,7184.0,7198.0,3
276315,13623.0,4616.0,3
276442,8131.0,19488.0,3
276747,1920.0,2533.0,3
276792,1742.0,1116.0,3
276863,1352.0,1698.0,3
276899,5944.0,12263.0,3
277004,9977.0,6734.0,3
277157,4802.0,25474.0,3
277411,1576.0,24269.0,3
277584,1576.0,6535.0,3
277651,7416.0,5186.0,3
277757,11536.0,5015.0,3
277793,5281.0,1322.0,3
277845,11619.0,7416.0,3
277856,13908.0,6107.0,3
278264,5237.0,13043.0,3
278270,27962.0,1920.0,3
278468,15807.0,8868.0,3
278613,5310.0,13829.0,3
278846,28293.0,1814.0,3
278938,258.0,7276.0,3
278982,20852.0,23113.0,3
279227,7184.0,4744.0,3
279289,19685.0,2090.0,3
279475,3090.0,1352.0,3
279557,16076.0,1015.0,3
279639,5233.0,1576.0,3
279769,5953.0,15278.0,3
279800,14161.0,4334.0,3
279849,15639.0,26406.0,3
279910,2314.0,881.0,3
279971,1322.0,17233.0,3
280022,5017.0,25246.0,3
280176,1873.0,654.0,3
280182,4970.0,20717.0,3
280757,2310.0,1352.0,3
280771,15636.0,6107.0,3
280836,25708.0,5967.0,3
281032,12145.0,15606.0,3
281230,3116.0,22039.0,3
281315,853.0,25837.0,3
281430,3447.0,2193.0,3
281554,1576.0,12535.0,3
281556,7198.0,16841.0,3
281612,9812.0,6245.0,3
281728,6107.0,9407.0,3
281751,2349.0,1745.0,3
281880,12604.0,5727.0,3
281887,21116.0,10996.0,3
281949,10047.0,4763.0,3
282005,9078.0,3926.0,3
282013,4632.0,16825.0,3
282072,7288.0,2090.0,3
282243,13241.0,7380.0,3
282274,10416.0,8076.0,3
282336,853.0,15485.0,3
282426,2005.0,13954.0,3
282877,2005.0,6389.0,3
282925,3070.0,18140.0,3
282953,3272.0,12301.0,3
283530,2867.0,26746.0,3
283645,27480.0,4000.0,3
284137,29076.0,2867.0,3
284337,6167.0,7436.0,3
284696,5233.0,24269.0,3
284747,12935.0,6705.0,3
284820,9297.0,3701.0,3
285018,2005.0,6554.0,3
285169,1873.0,2856.0,3
285205,6345.0,4154.0,3
285637,5233.0,20949.0,3
285753,2388.0,2349.0,3
285816,7467.0,13333.0,3
285940,10564.0,6280.0,3
285965,5920.0,6721.0,3
285983,10137.0,3637.0,3
285986,853.0,1444.0,3
285997,1384.0,23863.0,3
286020,853.0,25233.0,3
286382,2090.0,23446.0,3
286600,7911.0,1384.0,3
286791,5779.0,2077.0,3
286874,12280.0,3626.0,3
286875,5726.0,3604.0,3
287401,4106.0,3070.0,3
287543,327.0,3044.0,3
287684,6152.0,25022.0,3
287833,20282.0,25093.0,3
287880,12347.0,9949.0,3
288243,19645.0,2426.0,3
288295,9996.0,16841.0,3
288413,1576.0,20586.0,3
288439,18690.0,10959.0,3
288567,17658.0,5489.0,3
288702,11734.0,3820.0,3
288754,16841.0,6152.0,3
289218,5341.0,15639.0,3
289294,7681.0,4172.0,3
289427,23676.0,22462.0,3
289586,3604.0,9730.0,3
290043,2077.0,24648.0,3
290225,19469.0,7596.0,3
290307,6090.0,15250.0,3
290329,18629.0,2884.0,3
290684,13610.0,27601.0,3
290717,5968.0,4444.0,3
290943,8246.0,11110.0,3
291082,9029.0,26998.0,3
291130,5492.0,4667.0,3
291255,6601.0,28747.0,3
291438,6383.0,5451.0,3
291457,3604.0,415.0,3
291506,11830.0,801.0,3
291611,6734.0,13805.0,3
291701,11901.0,11393.0,3
291768,16841.0,4225.0,3
291917,7913.0,14621.0,3
291985,11695.0,7999.0,3
292446,15224.0,1116.0,3
292788,1949.0,12249.0,3
292974,19545.0,22047.0,3
293047,26108.0,23113.0,3
293083,3514.0,2090.0,3
293557,7265.0,5779.0,3
293581,582.0,2129.0,3
293763,16383.0,15597.0,3
293773,6204.0,9565.0,3
293775,19573.0,9136.0,3
294101,2092.0,24528.0,3
294249,12604.0,5467.0,3
294265,19488.0,5310.0,3
294733,5779.0,6720.0,3
294948,17538.0,7276.0,3
294993,9812.0,12675.0,3
295004,2077.0,16807.0,3
295068,15095.0,10564.0,3
295072,14267.0,10253.0,3
295189,2092.0,26756.0,3
295315,6204.0,17835.0,3
295651,11163.0,23113.0,3
295837,5489.0,4508.0,3
295954,26413.0,9996.0,3
296157,1015.0,3815.0,3
296561,5492.0,6973.0,3
296603,5779.0,7362.0,3
297109,10134.0,20155.0,3
297160,6148.0,24355.0,3
297295,4169.0,15649.0,3
297364,10959.0,18942.0,3
297398,10353.0,7167.0,3
297451,11058.0,4623.0,3
297609,4308.0,1698.0,3
297671,4333.0,27507.0,3
297856,18620.0,16053.0,3
297878,5642.0,19183.0,3
297904,18536.0,5774.0,3
297931,11475.0,3637.0,3
298099,18977.0,3788.0,3
298183,14097.0,2264.0,3
298657,6716.0,5487.0,3
298905,1930.0,5574.0,3
298987,6447.0,17071.0,3
299285,881.0,5667.0,3
299384,1930.0,12576.0,3
299663,8974.0,9150.0,3
299730,4632.0,7416.0,3
299821,2077.0,16903.0,3
299950,4809.0,4154.0,3
300027,2814.0,8707.0,3
300123,23137.0,11058.0,3
300163,6710.0,1777.0,3
300255,19545.0,14213.0,3
300329,1384.0,10147.0,3
300897,1015.0,25405.0,3
300900,8095.0,5237.0,3
301025,1745.0,1698.0,3
301209,478.0,20007.0,3
301236,14161.0,11458.0,3
301370,3637.0,12666.0,3
301592,6398.0,24265.0,3
301734,6398.0,7167.0,3
301881,21148.0,10996.0,3
301979,881.0,6189.0,3
302013,9078.0,15593.0,3
302036,7184.0,22047.0,3
302448,4445.0,5967.0,3
302556,9437.0,21105.0,3
303173,4511.0,4911.0,3
303863,4169.0,9111.0,3
304057,4632.0,19685.0,3
304061,23162.0,1116.0,3
304163,11163.0,20852.0,3
304303,3092.0,3812.0,3
304452,6345.0,4169.0,3
304543,12673.0,13325.0,3
304647,6383.0,8509.0,3
304721,12237.0,2055.0,3
304737,3717.0,18055.0,3
304766,15052.0,8974.0,3
305034,4308.0,8677.0,3
305224,17190.0,13066.0,3
305404,5944.0,10672.0,3
305553,8974.0,16063.0,3
305559,1814.0,11393.0,3
305589,5779.0,12985.0,3
305753,18787.0,15250.0,3
305766,582.0,1194.0,3
305889,17578.0,801.0,3
305916,5305.0,6351.0,3
305929,13241.0,24408.0,3
306228,23676.0,1619.0,3
306335,2077.0,16437.0,3
306692,20717.0,9437.0,3
306781,7380.0,4161.0,3
306870,10461.0,6152.0,3
306990,21943.0,9623.0,3
307078,18629.0,1116.0,3
307162,8661.0,2092.0,3
307193,4508.0,28579.0,3
307373,1956.0,3044.0,3
307411,9111.0,15985.0,3
307432,7265.0,1322.0,3
307470,1930.0,26640.0,3
307596,11830.0,10929.0,3
307863,29533.0,15391.0,3
307965,1322.0,10838.0,3
308008,7193.0,11008.0,3
308040,881.0,7592.0,3
308140,6148.0,815.0,3
308270,1444.0,16860.0,3
308279,2426.0,2072.0,3
308286,13474.0,5967.0,3
308449,8106.0,9111.0,3
308722,7416.0,5961.0,3
309073,6167.0,23454.0,3
309175,19957.0,28747.0,3
309252,26749.0,11153.0,3
309298,1228.0,7380.0,3
309415,23321.0,11393.0,3
309580,9386.0,24723.0,3
309694,1015.0,2426.0,3
309821,13623.0,10621.0,3
310334,5023.0,4970.0,3
310450,4705.0,2739.0,3
310859,9253.0,6911.0,3
310885,3070.0,10368.0,3
310987,3454.0,3820.0,3
311047,13706.0,5740.0,3
311048,644.0,1444.0,3
311155,3788.0,24809.0,3
311360,1930.0,26074.0,3
311414,22639.0,1619.0,3
311516,26944.0,801.0,3
311525,19763.0,23980.0,3
311546,16659.0,15284.0,3
311938,1444.0,1646.0,3
312032,17920.0,27597.0,3
312083,644.0,2264.0,3
312101,5608.0,14621.0,3
312224,7198.0,1949.0,3
312254,17920.0,24723.0,3
312447,8929.0,2739.0,3
312779,1956.0,1619.0,3
312993,29521.0,801.0,3
313014,8131.0,5487.0,3
313355,11514.0,7193.0,3
313371,4802.0,7975.0,3
313651,1384.0,3953.0,3
313831,25479.0,853.0,3
313973,5489.0,3820.0,3
313991,6700.0,6973.0,3
314185,1576.0,5740.0,3
314256,18218.0,18944.0,3
314533,21096.0,3147.0,3
314569,582.0,3002.0,3
314595,13588.0,4154.0,3
314727,23162.0,2884.0,3
314742,4944.0,4308.0,3
315252,3576.0,16638.0,3
315538,5015.0,15487.0,3
315543,6378.0,27287.0,3
315792,10409.0,18328.0,3
316148,3637.0,6768.0,3
316317,14518.0,27507.0,3
316474,1352.0,13481.0,3
316685,9201.0,4802.0,3
316712,2310.0,2349.0,3
316742,14326.0,18327.0,3
316826,22029.0,7416.0,3
317253,4323.0,7102.0,3
317463,21490.0,1698.0,3
317481,1384.0,6412.0,3
317551,2005.0,822.0,3
317586,4809.0,11393.0,3
317604,14461.0,3147.0,3
317816,4300.0,20056.0,3
317821,3147.0,7574.0,3
317913,4308.0,1150.0,3
318202,582.0,2979.0,3
318297,10959.0,9136.0,3
318595,22503.0,20862.0,3
318658,18110.0,4333.0,3
318884,1444.0,654.0,3
318935,10924.0,17266.0,3
318946,1666.0,3092.0,3
319138,8974.0,5961.0,3
319196,12032.0,4333.0,3
319418,6167.0,12159.0,3
319509,22047.0,2360.0,3
319714,3147.0,3239.0,3
319810,4154.0,25022.0,3
320319,4705.0,16730.0,3
320437,17658.0,13152.0,3
320497,2092.0,3375.0,3
320779,5968.0,12280.0,3
320862,4154.0,5131.0,3
320894,11273.0,1777.0,3
321141,5281.0,5779.0,3
321329,14793.0,9136.0,3
321352,9896.0,1698.0,3
321505,7596.0,5329.0,3
321599,6716.0,9977.0,3
321827,1015.0,5269.0,3
321863,12779.0,2090.0,3
322086,1576.0,2616.0,3
322458,5375.0,20007.0,3
322475,4970.0,16026.0,3
322491,29499.0,9623.0,3
322602,4169.0,10134.0,3
322729,11153.0,18401.0,3
322963,12935.0,21491.0,3
323118,7838.0,15965.0,3
323155,4169.0,24047.0,3
323231,13201.0,3604.0,3
323581,25824.0,13396.0,3
323688,12145.0,5096.0,3
323776,1322.0,6768.0,3
323909,12263.0,1814.0,3
324181,4308.0,5329.0,3
324283,21782.0,1619.0,3
324289,4802.0,18105.0,3
324411,7092.0,2005.0,3
324430,26661.0,3044.0,3
324601,853.0,14781.0,3
324626,1384.0,20717.0,3
324680,8310.0,801.0,3
324896,5944.0,19339.0,3
325064,670.0,1698.0,3
325068,19103.0,1619.0,3
325139,6148.0,14256.0,3
325175,13241.0,16480.0,3
325362,7193.0,98.0,3
325371,27154.0,18327.0,3
325398,16618.0,1116.0,3
325429,6427.0,12611.0,3
325462,24320.0,4508.0,3
325802,3511.0,11827.0,3
325935,3637.0,20332.0,3
325984,1015.0,3665.0,3
326199,22047.0,12686.0,3
326776,12225.0,2805.0,3
326780,1015.0,1889.0,3
327045,4015.0,4308.0,3
327283,3070.0,17762.0,3
327506,6107.0,13144.0,3
327641,17920.0,25567.0,3
327833,7661.0,13986.0,3
327866,6721.0,801.0,3
327951,17920.0,15611.0,3
328009,853.0,27584.0,3
328056,2220.0,582.0,3
328136,17190.0,18731.0,3
328311,1376.0,4308.0,3
328445,4291.0,21490.0,3
328467,4291.0,9896.0,3
328514,8944.0,18328.0,3
328533,18977.0,7075.0,3
328543,11159.0,19705.0,3
328898,582.0,403.0,3
328988,20638.0,1777.0,3
329145,9437.0,11110.0,3
